sale_id,vin,dealer_id,sale_date,msrp,discount_amount,sale_price,finance_type,sales_channel,trade_in_flag,days_on_lot
1962,1C3FEGGBM25372289,DLR3776,2022-08-17,88000.0,10922.71,77077.29,Loan,Rental,0,2
1963,2C3FA0V5251386614,DLR3276,2022-11-04,65500.0,5011.62,60488.38,Lease,Retail,0,17
1964,1C3CW4VLC63646308,DLR6935,2023-02-09,84600.0,7155.37,77444.63,Lease,Retail,1,144
1965,1B3KBP3SD95052146,DLR5706,2024-09-29,75200.0,5483.32,69716.68,Cash,Retail,0,19
1966,ZARF8MDD468759358,DLR1004,2023-06-01,63900.0,3540.96,60359.04,Lease,Retail,1,113
1967,ZFAMBHRVX46717238,DLR9783,2023-01-02,52400.0,2563.09,49836.91,Loan,Retail,1,87
1968,ZARRAMZPF41603506,DLR4387,2022-08-17,55600.0,3737.98,51862.02,Lease,Retail,1,31
1969,ZFAF0T7UY00896748,DLR3276,2024-12-31,48000.0,3693.67,44306.33,Lease,Retail,0,46
1970,ZFACVCVTV13512505,DLR6565,2023-07-17,55000.0,2783.9,52216.1,Loan,Retail,0,79
1971,1C4R349CY07956393,DLR3101,2023-10-31,34800.0,1982.08,32817.92,Cash,Retail,0,96
1972,2C3VPTU7711218689,DLR2938,2024-02-22,82000.0,2412.1,79587.9,Loan,Retail,0,133
1973,ZFAYRZM5261949011,DLR3262,2024-05-15,26000.0,2039.77,23960.23,Lease,Retail,0,34
1974,2C3HXJM3C94262809,DLR3276,2024-06-06,82800.0,7590.19,75209.81,Loan,Fleet,0,1
1975,2C3X84Z1M02637704,DLR7906,2024-11-18,63300.0,2816.36,60483.64,Lease,Retail,0,36
1976,ZARNPY3J950374735,DLR5480,2024-02-06,28000.0,2127.98,25872.02,Lease,Retail,1,9
1977,ZARNPY3J950374735,DLR7877,2023-07-21,28000.0,2361.34,25638.66,Loan,Retail,1,4
1978,1B3JFPNRW55984097,DLR8904,2023-03-01,46900.0,965.99,45934.01,Loan,Retail,1,9
1979,ZAR72KZ1264120703,DLR9783,2024-08-05,40700.0,6506.7,34193.3,Loan,Rental,0,6
1980,ZAR7D5J6112236852,DLR8921,2023-10-27,35200.0,2853.06,32346.94,Loan,Retail,0,5
1981,1C3D05Y2024234404,DLR3389,2024-08-01,82500.0,2745.24,79754.76,Loan,Retail,1,44
1982,1B3J2D55H84372013,DLR6924,2022-01-26,90000.0,2294.67,87705.33,Lease,Retail,1,100
1983,1C4R349CY07956393,DLR6833,2023-03-08,34800.0,1904.85,32895.15,Loan,Retail,1,98
1984,1C3ZSK95D33260830,DLR4013,2022-06-10,67100.0,2398.4,64701.6,Loan,Retail,1,7
1985,ZFAVFS9CW02993277,DLR3101,2024-01-27,84800.0,3494.65,81305.35,Loan,Retail,0,7
1986,2C3FC5XH714220896,DLR3794,2022-12-08,94000.0,6014.38,87985.62,Loan,Retail,1,5
1987,ZARKDC9Y527821788,DLR8921,2023-08-05,95000.0,4976.81,90023.19,Loan,Retail,0,30
1988,ZFAVFS9CW02993277,DLR9399,2024-02-15,84800.0,10879.65,73920.35,Loan,Fleet,0,10
1989,ZFAYRZM5261949011,DLR3641,2022-11-22,26000.0,2828.31,23171.69,Lease,Fleet,0,3
1990,ZFADZK0Y683513963,DLR1137,2024-04-16,30300.0,1959.26,28340.74,Lease,Retail,1,15
1991,1C40PYFS836688833,DLR3776,2022-08-05,42000.0,1428.16,40571.84,Loan,Retail,0,56
1992,1C3RZYCX370176731,DLR9071,2024-12-26,55000.0,5207.36,49792.64,Lease,Retail,0,29
1993,3C67KPE8L40814679,DLR5706,2023-08-10,89800.0,1961.93,87838.07,Lease,Retail,1,48
1994,ZFAAC4XSD26941748,DLR8904,2022-01-07,28000.0,542.46,27457.54,Loan,Retail,1,45
1995,1B3PHLKSY33848773,DLR2938,2024-02-25,55800.0,3233.54,52566.46,Loan,Retail,1,3
1996,ZFAYRZM5261949011,DLR2029,2024-10-27,26000.0,5750.24,20249.76,Loan,Rental,0,8
1997,1B3JFPNRW55984097,DLR8921,2023-10-28,46900.0,4191.65,42708.35,Loan,Retail,0,44
1998,2C3HL1MW035198895,DLR5600,2024-03-08,34000.0,1595.44,32404.56,Lease,Retail,0,4
1999,ZFAVDS5YZ10823901,DLR3979,2024-07-26,41600.0,6445.22,35154.78,Loan,Fleet,0,6
2000,ZARGXGNY272326080,DLR8901,2023-10-23,32000.0,2461.39,29538.61,Cash,Retail,1,72
2001,2C3KS10V798622848,DLR4013,2024-08-02,36000.0,3087.62,32912.38,Loan,Retail,1,16
2002,1B3ASLX3M18801711,DLR3166,2024-08-02,44700.0,1491.5,43208.5,Loan,Retail,1,6
2003,1C4CSPZT700602653,DLR3979,2023-05-17,68300.0,8793.26,59506.74,Cash,Rental,1,11
2004,3C675WV0P10386890,DLR9294,2024-11-30,46000.0,8774.04,37225.96,Loan,Rental,0,1
2005,2C3Z41ZUY43312942,DLR6570,2023-06-17,40900.0,1678.35,39221.65,Lease,Retail,0,51
2006,1C4R349CY07956393,DLR1533,2022-02-18,34800.0,5317.14,29482.86,Cash,Fleet,0,12
2007,1C4H5E08P02819855,DLR1760,2024-01-15,93800.0,18688.91,75111.09,Loan,Rental,0,14
2008,1C44R612N45150572,DLR3095,2023-06-22,57700.0,3078.92,54621.08,Loan,Retail,0,48
2009,1C3GDRPS169043821,DLR6614,2024-01-21,89800.0,2139.87,87660.13,Lease,Retail,0,5
2010,ZFADZK0Y683513963,DLR8069,2022-06-01,30300.0,1116.33,29183.67,Lease,Retail,0,8
2011,1C4NBBJ2961072534,DLR6935,2023-12-03,28300.0,3152.27,25147.73,Loan,Retail,0,26
2012,1B38920ZT45972558,DLR6935,2023-07-18,65700.0,10306.69,55393.31,Loan,Fleet,0,2
2013,3C6U95A0Z52614498,DLR6742,2024-01-30,84300.0,1762.84,82537.16,Loan,Retail,0,22
2014,1C3D05Y2024234404,DLR4885,2023-09-17,82500.0,7029.81,75470.19,Loan,Retail,0,17
2015,3C60RYXRB39459562,DLR9399,2022-10-28,67100.0,5054.81,62045.19,Lease,Retail,1,4
2016,1C3G4EWL080558590,DLR5170,2022-02-27,32600.0,1285.82,31314.18,Cash,Retail,1,7
2017,1C3AXGWN027801813,DLR3776,2024-11-07,70600.0,5784.27,64815.73,Lease,Retail,1,5
2018,2C39Y8TZL13456478,DLR6172,2022-12-15,89400.0,19208.7,70191.3,Loan,Rental,0,13
2019,ZAR826GZV47754116,DLR9071,2023-10-06,48100.0,2804.03,45295.97,Loan,Retail,0,54
2020,1B35C35DY50072448,DLR6614,2024-12-11,85000.0,3891.0,81109.0,Loan,Retail,1,1
2021,ZARYYFAEA43582378,DLR5121,2023-12-03,28700.0,1636.88,27063.12,Loan,Retail,1,14
2022,3C6VVZLAJ02047508,DLR3389,2022-09-02,85000.0,7433.03,77566.97,Loan,Retail,0,36
2023,2C35R6RCZ83305887,DLR3935,2024-12-09,29300.0,4022.58,25277.42,Loan,Fleet,0,13
2024,1C3VBAFTR75805028,DLR4387,2024-03-27,64700.0,12778.39,51921.61,Loan,Rental,0,61
2025,2C3KGUHH514044532,DLR1533,2022-06-12,68500.0,2885.66,65614.34,Loan,Retail,1,70
2026,ZFA5XWFFZ69703796,DLR7144,2023-01-10,34800.0,620.99,34179.01,Loan,Retail,0,125
2027,1C65CC5P855006532,DLR6785,2022-12-30,35500.0,1945.94,33554.06,Lease,Retail,0,6
2028,2C30Y9JPN07517257,DLR5600,2023-01-25,95000.0,14110.04,80889.96,Loan,Fleet,0,20
2029,1B3XMYXZ068696345,DLR3262,2023-05-15,28700.0,868.72,27831.28,Loan,Retail,0,31
2030,3C6YT3DHZ35454737,DLR1533,2022-04-15,46300.0,2136.73,44163.27,Loan,Retail,1,76
2031,1C44R612N45150572,DLR3276,2023-03-17,57700.0,3924.09,53775.91,Loan,Retail,1,1
2032,3C6VVZLAJ02047508,DLR6565,2022-08-17,85000.0,4020.13,80979.87,Lease,Retail,0,43
2033,ZFA0XEPZ501753931,DLR7906,2024-07-23,66100.0,3248.41,62851.59,Loan,Retail,1,3
2034,1C4V0E5T554410948,DLR3166,2023-11-05,45000.0,3693.97,41306.03,Loan,Retail,0,27
2035,1B3KBP3SD95052146,DLR3262,2023-06-26,75200.0,2670.4,72529.6,Loan,Retail,0,27
2036,ZFAJN6FPL62670412,DLR3650,2023-01-09,28500.0,2203.35,26296.65,Loan,Retail,0,3
2037,ZARWTTTVS03143886,DLR3924,2024-10-12,69300.0,3613.04,65686.96,Cash,Retail,1,32
2038,3C6MLVFX481528000,DLR3262,2022-07-13,42000.0,1166.58,40833.42,Loan,Retail,0,1
2039,1C3FEGGBM25372289,DLR7877,2023-02-01,88000.0,12619.04,75380.96,Loan,Fleet,0,1
2040,ZFARD56AE63892733,DLR1852,2024-12-22,62300.0,3584.8,58715.2,Loan,Retail,0,180
2041,1B35C35DY50072448,DLR8069,2022-11-13,85000.0,2385.14,82614.86,Loan,Retail,1,39
2042,ZFAYRZM5261949011,DLR6614,2022-11-20,26000.0,1757.13,24242.87,Loan,Retail,0,7
2043,3C6U95A0Z52614498,DLR3924,2024-05-03,84300.0,3099.86,81200.14,Lease,Retail,0,52
2044,3C6MLVFX481528000,DLR3262,2023-11-15,42000.0,4160.51,37839.49,Lease,Retail,1,99
2045,3C6P4TCB222514775,DLR3650,2024-05-21,40800.0,5493.11,35306.89,Cash,Fleet,0,1
2046,1C3CW4VLC63646308,DLR3848,2024-04-17,84600.0,10585.4,74014.6,Lease,Fleet,0,6
2047,2C3ZVB19V60621593,DLR8921,2023-06-09,34500.0,868.24,33631.76,Loan,Retail,1,71
2048,2C35SGDFS21775718,DLR7474,2023-10-30,85000.0,7655.67,77344.33,Lease,Retail,0,15
2049,1C64Y3EK461740028,DLR6172,2024-10-27,50900.0,3546.34,47353.66,Loan,Retail,1,3
2050,3C68LA21146305242,DLR3979,2023-10-29,41300.0,1487.98,39812.02,Lease,Retail,0,22
2051,ZAR72KZ1264120703,DLR1760,2024-03-09,40700.0,2705.52,37994.48,Loan,Fleet,0,1
2052,1C3E46XA754417332,DLR3389,2022-04-25,66000.0,4115.35,61884.65,Loan,Retail,1,7
2053,2C34J4CAB87222265,DLR8904,2022-08-16,57300.0,7638.36,49661.64,Cash,Fleet,0,5
2054,ZFADZK0Y683513963,DLR9294,2022-11-07,30300.0,2167.72,28132.28,Loan,Fleet,0,30
2055,3C6V9D41K94384972,DLR6924,2022-06-30,34900.0,862.31,34037.69,Loan,Retail,0,14
2056,1C6K2K6ER92430052,DLR6924,2024-12-23,35500.0,5377.09,30122.91,Loan,Fleet,0,1
2057,1C6ML91RY43758636,DLR5121,2023-10-05,85000.0,12335.29,72664.71,Loan,Rental,0,16
2058,1B3E7AUXZ03737329,DLR9680,2023-01-13,94800.0,5720.16,89079.84,Loan,Retail,1,1
2059,1B3PHLKSY33848773,DLR6935,2023-06-07,55800.0,9192.66,46607.34,Loan,Rental,0,4
2060,1C4SLCB3V52236406,DLR5098,2024-03-22,41100.0,5798.87,35301.13,Loan,Fleet,0,15
2061,3C6VZMTLT32258551,DLR7081,2024-06-14,34000.0,6682.55,27317.45,Loan,Rental,0,4
2062,1C3GDRPS169043821,DLR3381,2024-10-04,89800.0,5301.27,84498.73,Loan,Retail,1,29
2063,2C3FXZJYT42714264,DLR6653,2022-07-08,48500.0,4611.83,43888.17,Loan,Fleet,0,1
2064,2C38XSVWZ86939344,DLR5600,2024-08-17,32400.0,5632.13,26767.87,Loan,Rental,0,26
2065,1C6WHYHD437588986,DLR6565,2023-07-22,42000.0,4207.44,37792.56,Lease,Fleet,0,19
2066,1C66RCYA557729856,DLR4633,2023-11-27,63900.0,6072.4,57827.6,Lease,Retail,0,57
2067,ZARRAMZPF41603506,DLR6565,2022-02-13,55600.0,2688.22,52911.78,Loan,Retail,1,100
2068,1C4LG2XLR65797626,DLR3935,2023-04-07,80000.0,5445.41,74554.59,Lease,Retail,0,6
2069,ZARCJVPWX73925450,DLR3381,2024-12-26,49100.0,3087.53,46012.47,Loan,Retail,0,99
2070,3C6U95A0Z52614498,DLR4013,2023-12-28,84300.0,10536.11,73763.89,Loan,Fleet,0,13
2071,1C3B6LH1780832460,DLR1639,2022-10-31,35100.0,2036.95,33063.05,Loan,Retail,1,4
2072,ZARKDC9Y527821788,DLR3389,2022-03-22,95000.0,7311.93,87688.07,Lease,Retail,1,17
2073,ZFA7D2KC243645137,DLR1852,2023-04-17,30100.0,2081.9,28018.1,Loan,Retail,0,7
2074,2C3JJVJW632950016,DLR5170,2023-03-21,56000.0,2670.99,53329.01,Lease,Retail,0,86
2075,2C3JJVJW632950016,DLR3095,2023-03-04,56000.0,2813.64,53186.36,Loan,Retail,1,18
2076,1C3AXGWN027801813,DLR8069,2024-02-19,70600.0,1110.61,69489.39,Lease,Retail,0,1
2077,ZARF8MDD468759358,DLR7099,2024-11-23,63900.0,4209.02,59690.98,Lease,Retail,1,31
2078,1B3Y64CFL75216695,DLR4965,2024-01-04,30000.0,706.9,29293.1,Loan,Retail,0,42
2079,1C4VVEAWU93793465,DLR9071,2024-01-07,41500.0,661.63,40838.37,Lease,Retail,1,15
2080,3C6BJ4S3Z95986758,DLR7474,2024-05-10,34100.0,2261.45,31838.55,Loan,Fleet,0,30
2081,1C4LG2XLR65797626,DLR5121,2024-06-08,80000.0,2319.54,77680.46,Loan,Retail,0,48
2082,1C3C4N28A85492388,DLR2124,2023-07-17,85000.0,4590.07,80409.93,Lease,Retail,1,2
2083,2C34J4CAB87222265,DLR1116,2022-12-30,57300.0,2621.77,54678.23,Loan,Retail,1,1
2084,3C6VVZLAJ02047508,DLR3924,2023-03-06,85000.0,7134.38,77865.62,Loan,Fleet,0,4
2085,1C4A2YJ1V40089585,DLR6570,2022-11-19,62400.0,3412.36,58987.64,Loan,Retail,0,40
2086,ZARSBNKY905359709,DLR3794,2023-01-07,28200.0,5120.01,23079.99,Loan,Rental,1,15
2087,2C3ZKL1CS99022988,DLR8069,2023-09-19,84600.0,4523.3,80076.7,Lease,Retail,0,16
2088,1B3XMYXZ068696345,DLR2029,2022-02-22,28700.0,3868.23,24831.77,Cash,Fleet,0,1
2089,3C6MLZ5LZ29854339,DLR9294,2022-04-06,30000.0,4110.34,25889.66,Loan,Fleet,0,1
2090,ZARKDC9Y527821788,DLR2938,2022-01-31,95000.0,3032.76,91967.24,Loan,Retail,1,65
2091,1B3EB9X2S85733168,DLR3924,2024-08-09,48800.0,6444.43,42355.57,Loan,Fleet,0,9
2092,1C6K2K6ER92430052,DLR3389,2022-01-02,35500.0,2567.37,32932.63,Lease,Retail,1,73
2093,2C3UV9SN845568682,DLR2972,2024-01-19,88000.0,1969.53,86030.47,Cash,Retail,0,7
2094,3C6362BX409149499,DLR4013,2024-11-20,48100.0,4669.76,43430.24,Lease,Retail,1,11
2095,1C3AXGWN027801813,DLR3276,2022-07-14,70600.0,3100.79,67499.21,Lease,Retail,1,9
2096,1C4CSPZT700602653,DLR7144,2023-01-14,68300.0,1619.27,66680.73,Lease,Retail,0,77
2097,1B3398CSK83502536,DLR3148,2024-11-30,45500.0,4368.55,41131.45,Lease,Retail,1,8
2098,1C419S0PN24118706,DLR9399,2023-11-03,34300.0,1658.61,32641.39,Loan,Retail,0,6
2099,1C4LG2XLR65797626,DLR4387,2024-02-28,80000.0,5389.13,74610.87,Lease,Fleet,1,19
2100,ZFAX40R1828544728,DLR4387,2023-10-23,63200.0,5394.37,57805.63,Loan,Retail,0,32
2101,1C449E4NX65280094,DLR1639,2024-04-10,32000.0,432.75,31567.25,Loan,Retail,0,46
2102,3C67KPE8L40814679,DLR3095,2023-07-27,89800.0,3472.01,86327.99,Loan,Retail,0,11
2103,1C3RZYCX370176731,DLR7877,2023-06-07,55000.0,4264.3,50735.7,Loan,Fleet,0,4
2104,2C33ZC1MD20665936,DLR2938,2023-12-03,95000.0,12253.71,82746.29,Loan,Fleet,0,4
2105,1C476U0N900180549,DLR5098,2022-02-22,32000.0,1562.76,30437.24,Loan,Retail,0,1
2106,1C3GDRPS169043821,DLR3641,2022-09-04,89800.0,5198.62,84601.38,Lease,Retail,1,17
2107,ZFACVCVTV13512505,DLR6565,2022-06-19,55000.0,5758.65,49241.35,Loan,Rental,0,16
2108,1C66RCYA557729856,DLR7081,2023-03-31,63900.0,8826.91,55073.09,Loan,Fleet,0,78
2109,ZARR9C81D02218049,DLR3101,2022-11-07,60600.0,3344.4,57255.6,Loan,Retail,1,33
2110,2C3L0159E35342202,DLR1533,2024-01-13,55700.0,3816.48,51883.52,Lease,Retail,1,75
2111,1B31AVW0K12525937,DLR3979,2022-07-25,73600.0,3994.58,69605.42,Lease,Retail,1,2
2112,1C6K2K6ER92430052,DLR3794,2024-05-18,35500.0,2466.6,33033.4,Lease,Retail,0,33
2113,1C46T41PJ11828137,DLR5157,2024-03-09,28000.0,5510.6,22489.4,Loan,Rental,0,5
2114,3C68LA21146305242,DLR3949,2023-05-30,41300.0,3123.23,38176.77,Loan,Retail,1,6
2115,2C3L0159E35342202,DLR7906,2024-04-20,55700.0,2835.85,52864.15,Loan,Retail,1,4
2116,1C3SZZE9S29087337,DLR1116,2024-03-12,55300.0,1851.35,53448.65,Loan,Retail,1,22
2117,3C6N9YVZ472032298,DLR9099,2023-07-20,45000.0,3718.83,41281.17,Loan,Retail,0,21
2118,1B3VH2B1083689405,DLR7099,2022-11-07,47300.0,2468.63,44831.37,Loan,Retail,1,44
2119,1C6FFCARW22774697,DLR3381,2022-01-23,63900.0,1061.7,62838.3,Loan,Retail,0,5
2120,1C3ZSHC3D32388660,DLR5422,2024-08-22,32200.0,2771.34,29428.66,Lease,Retail,0,11
2121,2C3HXJM3C94262809,DLR7906,2023-12-01,82800.0,9265.27,73534.73,Lease,Fleet,0,3
2122,1C4DMHY7J08371270,DLR7144,2022-08-20,85000.0,4956.51,80043.49,Loan,Retail,0,60
2123,1C3XWM4X372601131,DLR4965,2022-07-31,66600.0,2227.2,64372.8,Lease,Retail,0,2
2124,ZAR72KZ1264120703,DLR3776,2023-05-10,40700.0,2649.19,38050.81,Lease,Retail,0,2
2125,2C35R6RCZ83305887,DLR6570,2022-04-27,29300.0,3085.18,26214.82,Loan,Fleet,0,8
2126,2C3X84Z1M02637704,DLR7511,2023-05-31,63300.0,2496.37,60803.63,Loan,Retail,1,40
2127,3C63Y3DZB91458613,DLR4190,2024-09-21,84600.0,4677.14,79922.86,Loan,Retail,0,42
2128,1B3PHLKSY33848773,DLR9783,2022-08-01,55800.0,8444.05,47355.95,Loan,Fleet,0,6
2129,1C4KYLCD975626268,DLR4885,2024-02-09,34100.0,4470.81,29629.19,Loan,Fleet,0,32
2130,ZARYYFAEA43582378,DLR2856,2022-07-21,28700.0,1627.21,27072.79,Lease,Retail,1,34
2131,3C6P4TCB222514775,DLR3389,2024-05-13,40800.0,1423.78,39376.22,Cash,Retail,0,47
2132,3C675WV0P10386890,DLR1448,2024-08-01,46000.0,2863.35,43136.65,Lease,Retail,0,62
2133,1C4SNE75V97434720,DLR6565,2023-01-06,44200.0,612.26,43587.74,Lease,Retail,1,8
2134,2C38A1VRW97961816,DLR9294,2022-02-28,49100.0,7349.81,41750.19,Loan,Fleet,0,3
2135,1C4LG2XLR65797626,DLR9099,2023-12-23,80000.0,14302.37,65697.63,Loan,Rental,0,6
2136,ZFA0XEPZ501753931,DLR5480,2023-10-27,66100.0,7112.99,58987.01,Lease,Retail,1,88
2137,1C46GJD2646198988,DLR3979,2023-03-05,62100.0,5092.72,57007.28,Loan,Fleet,0,6
2138,1C4A2YJ1V40089585,DLR9099,2022-12-19,62400.0,8452.64,53947.36,Loan,Fleet,0,18
2139,1C6WHYHD437588986,DLR7906,2023-04-12,42000.0,826.68,41173.32,Lease,Retail,1,134
2140,1C6W4J0KZ87505606,DLR7618,2023-10-03,45500.0,4215.61,41284.39,Lease,Retail,0,33
2141,ZAR8C7Y1H82521720,DLR8901,2023-06-27,29200.0,592.79,28607.21,Loan,Retail,1,16
2142,1C4R349CY07956393,DLR3776,2022-11-23,34800.0,7260.86,27539.14,Loan,Rental,0,5
2143,1B3A3K3SM52122577,DLR7099,2023-09-28,51600.0,2500.18,49099.82,Loan,Retail,0,8
2144,3C6X7KZHR23939602,DLR1533,2022-12-31,46400.0,3377.85,43022.15,Loan,Retail,1,11
2145,1C3C4N28A85492388,DLR5600,2024-04-08,85000.0,6730.24,78269.76,Loan,Retail,1,1
2146,1C3NRJSHJ07603595,DLR3949,2023-08-25,46200.0,3268.37,42931.63,Lease,Retail,1,46
2147,ZAR59UPKV57165036,DLR6742,2024-06-25,45200.0,2385.13,42814.87,Loan,Retail,0,16
2148,1C419S0PN24118706,DLR2029,2024-10-09,34300.0,1286.16,33013.84,Loan,Retail,1,34
2149,ZAR5E5J0476452446,DLR6742,2024-06-20,33100.0,2087.22,31012.78,Cash,Retail,1,21
2150,ZARPMK3EW85853752,DLR8921,2024-09-16,46100.0,908.43,45191.57,Loan,Retail,0,20
2151,1B35GBBBM13439624,DLR9294,2023-01-17,45400.0,2609.18,42790.82,Lease,Retail,0,1
2152,ZAR5E5J0476452446,DLR2124,2023-06-20,33100.0,4596.96,28503.04,Loan,Rental,0,4
2153,1B34K2SHR72380131,DLR1004,2024-01-17,41100.0,4681.57,36418.43,Loan,Rental,0,24
2154,2C3WAJ3L864332468,DLR3949,2023-10-21,24000.0,2887.15,21112.85,Lease,Fleet,0,20
2155,2C39Y8TZL13456478,DLR1533,2024-11-05,89400.0,8463.45,80936.55,Loan,Retail,1,51
2156,1C64Y3EK461740028,DLR3389,2023-04-12,50900.0,2933.67,47966.33,Lease,Retail,0,8
2157,1C4EM3WAJ14104354,DLR6742,2024-08-10,34000.0,4635.29,29364.71,Loan,Fleet,0,15
2158,1B3SC60T686617199,DLR3148,2022-12-17,85000.0,8498.84,76501.16,Loan,Retail,0,28
2159,1C6PLMLFT15937882,DLR9099,2024-09-03,83900.0,4739.31,79160.69,Lease,Retail,1,5
2160,1C4EM3WAJ14104354,DLR7511,2023-06-01,34000.0,2255.46,31744.54,Lease,Retail,0,32
2161,ZAR2XWBD401412726,DLR3949,2024-07-14,40500.0,2682.75,37817.25,Loan,Retail,1,2
2162,ZAR1WCR7P45307074,DLR5170,2024-11-06,42000.0,6255.31,35744.69,Loan,Rental,0,5
2163,ZFARD56AE63892733,DLR3148,2023-10-07,62300.0,6221.13,56078.87,Lease,Fleet,0,11
2164,3C6YT3DHZ35454737,DLR4190,2022-09-03,46300.0,3872.44,42427.56,Cash,Retail,1,51
2165,3C6LK3D5Y61921159,DLR3979,2023-02-03,61400.0,1726.25,59673.75,Lease,Retail,1,88
2166,1C4DMHY7J08371270,DLR7877,2022-03-02,85000.0,2519.05,82480.95,Loan,Retail,1,12
2167,1C3LSM6K848470920,DLR7618,2024-03-04,52200.0,3511.1,48688.9,Loan,Retail,0,101
2168,ZAR8C7Y1H82521720,DLR7877,2022-07-16,29200.0,2459.61,26740.39,Loan,Retail,1,10
2169,1C3C4N28A85492388,DLR5600,2023-01-13,85000.0,2738.43,82261.57,Loan,Retail,0,30
2170,3C6MLZ5LZ29854339,DLR3276,2023-11-27,30000.0,1353.42,28646.58,Cash,Retail,1,31
2171,1B397SD4T75289253,DLR3389,2022-05-05,33300.0,774.53,32525.47,Loan,Retail,1,52
2172,1B3YMYB9Z37940255,DLR3101,2024-02-27,35200.0,2905.11,32294.89,Lease,Retail,0,20
2173,2C38XSVWZ86939344,DLR1004,2022-05-23,32400.0,1124.91,31275.09,Loan,Retail,1,19
2174,ZARF8MDD468759358,DLR9680,2023-12-09,63900.0,5613.75,58286.25,Loan,Retail,1,18
2175,1C47F6F7934999805,DLR1004,2022-12-29,30800.0,3808.03,26991.97,Loan,Fleet,0,3
2176,3C67KPE8L40814679,DLR3166,2024-11-05,89800.0,10110.75,79689.25,Lease,Retail,1,46
2177,1C3C4N28A85492388,DLR4387,2022-09-04,85000.0,6460.7,78539.3,Loan,Retail,1,8
2178,3C6NXZXST05052908,DLR7877,2024-11-27,57200.0,4410.98,52789.02,Cash,Retail,1,72
2179,2C3FXZJYT42714264,DLR3794,2023-11-22,48500.0,7557.34,40942.66,Loan,Rental,0,3
2180,2C3X84Z1M02637704,DLR2124,2024-07-06,63300.0,3286.95,60013.05,Cash,Retail,1,21
2181,3C6YT3DHZ35454737,DLR5644,2023-05-06,46300.0,2180.38,44119.62,Lease,Retail,1,19
2182,1C3VBAFTR75805028,DLR3848,2024-09-10,64700.0,9022.24,55677.76,Loan,Fleet,0,19
2183,3C67KPE8L40814679,DLR2938,2024-11-30,89800.0,8039.26,81760.74,Loan,Retail,0,1
2184,ZFADZK0Y683513963,DLR4885,2024-12-25,30300.0,2508.59,27791.41,Lease,Retail,0,1
2185,1B3PHLKSY33848773,DLR8904,2023-10-19,55800.0,5424.36,50375.64,Lease,Retail,1,46
2186,1C65CC5P855006532,DLR5098,2024-04-07,35500.0,1156.21,34343.79,Cash,Retail,1,5
2187,1C3G4EWL080558590,DLR6924,2024-09-18,32600.0,1559.57,31040.43,Lease,Retail,0,51
2188,1C3ZSK95D33260830,DLR3848,2024-12-16,67100.0,12341.44,54758.56,Loan,Fleet,0,53
2189,2C3VPTU7711218689,DLR3148,2022-12-22,82000.0,9131.43,72868.57,Lease,Retail,0,107
2190,1B3PHLKSY33848773,DLR5480,2023-09-13,55800.0,2627.04,53172.96,Loan,Retail,0,15
2191,1B3SC60T686617199,DLR6565,2024-11-07,85000.0,3878.24,81121.76,Loan,Retail,1,84
2192,ZFA70GF9S84034250,DLR1760,2023-01-16,42300.0,3511.5,38788.5,Loan,Fleet,0,6
2193,1B3A3K3SM52122577,DLR8069,2024-10-11,51600.0,3762.19,47837.81,Lease,Retail,1,40
2194,1C4A2YJ1V40089585,DLR7474,2023-02-26,62400.0,2393.21,60006.79,Loan,Retail,0,60
2195,1C4EM3WAJ14104354,DLR4633,2022-12-29,34000.0,6848.52,27151.48,Loan,Rental,0,1
2196,1C3AXGWN027801813,DLR7618,2023-05-20,70600.0,1915.64,68684.36,Loan,Retail,0,40
2197,1B3YMYB9Z37940255,DLR4013,2023-07-13,35200.0,2914.5,32285.5,Cash,Retail,0,14
2198,2C3HL1MW035198895,DLR7474,2023-07-24,34000.0,2049.61,31950.39,Lease,Retail,1,26
2199,2C3KGUHH514044532,DLR3935,2024-07-08,68500.0,3642.8,64857.2,Loan,Retail,1,6
2200,2C30Y9JPN07517257,DLR3641,2024-09-27,95000.0,2462.48,92537.52,Loan,Retail,1,1
2201,2C3HL1MW035198895,DLR7144,2024-03-26,34000.0,1332.35,32667.65,Lease,Retail,1,28
2202,1C6ZPT1FB86412639,DLR3095,2024-03-19,28000.0,4228.72,23771.28,Lease,Fleet,0,1
2203,1C47F6F7934999805,DLR6833,2022-03-15,30800.0,344.52,30455.48,Cash,Retail,1,33
2204,1C4EM3WAJ14104354,DLR2124,2022-05-19,34000.0,1818.88,32181.12,Loan,Retail,1,142
2205,1C4CSPZT700602653,DLR5644,2024-06-24,68300.0,4282.0,64018.0,Lease,Retail,0,5
2206,3C6VZMTLT32258551,DLR1639,2023-03-07,34000.0,2065.6,31934.4,Cash,Retail,1,59
2207,3C6VZMTLT32258551,DLR7144,2022-12-26,34000.0,2861.97,31138.03,Loan,Retail,0,178
2208,3C6V9D41K94384972,DLR6703,2023-08-21,34900.0,530.77,34369.23,Loan,Retail,0,14
2209,1B3SC60T686617199,DLR4633,2024-06-21,85000.0,4055.46,80944.54,Loan,Retail,0,15
2210,3C6MLZ5LZ29854339,DLR6924,2022-11-26,30000.0,2505.5,27494.5,Lease,Retail,1,18
2211,3C68LA21146305242,DLR5121,2024-04-19,41300.0,3289.31,38010.69,Lease,Retail,0,166
